labels,text
ham,Pls dont forget to study
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,You bad girl. I can still remember them
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,"Sorry, I can't help you on this."
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\"""""
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
ham,Thank You meet you monday
ham,Wat time Ì_ wan today?
ham,"Hiya, probably coming home * weekend after next"
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
ham,I can ask around but there's not a lot in terms of mids up here
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
ham,"Sorry, I'll call later"
ham,Sorry da..today i wont come to play..i have driving clas..
ham,Nah im goin 2 the wrks with j wot bout u?
ham,Ok... U enjoy ur shows...
ham,You can jot down things you want to remember later.
ham,So u workin overtime nigpun?
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
ham,"Didn't try, g and I decided not to head out"
ham,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
ham,See? I thought it all through
ham,U ned to convince him tht its not possible witot hurting his feeling its the main
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
ham, and  picking them up from various points
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,What time should I tell my friend to be around?
ham,"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\"""""
ham,"Sorry,  in meeting I'll call you later"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
ham,Thanks for loving me so. You rock
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
ham,R Ì_ comin back for dinner?
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,I want to be there so i can kiss you and feel you next to me
ham,i can call in  &lt;#&gt;  min if thats ok
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book
ham,Yun buying... But school got offer 2000 plus only...
ham,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!"
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,Yeah jay's sort of a fucking retard
ham,I am not at all happy with what you saying or doing
ham,Fine am simply sitting.
ham,How much r Ì_ willing to pay?
ham,Serious? What like proper tongued her
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
ham,i am going to bed now prin
spam,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
ham,"I didnt get ur full msg..sometext is missing, send it again"
ham,I wait 4 Ì_ inside da car park...
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
ham,India have to take lead:)
ham,Sos! Any amount i can get pls.
ham,Ok no prob
ham,Yo! Howz u? girls never rang after india. L
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
ham,Dunno y u ask me.
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,My planning usually stops at \find hella weed
ham,I just saw ron burgundy captaining a party boat so yeah
ham,Ok ill tell the company
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
ham,Dont let studying stress you out. L8r.
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,Annoying isn't it.
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
ham,I wonder if you'll get this text?
spam,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321."
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
ham,"Babe, I'm back ... Come back to me ..."
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
ham,"Dear, will call Tmorrow.pls accomodate."
ham,Text her. If she doesnt reply let me know so i can have her log in
ham,So what u doing today?
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
ham,Er mw im filled tuth is aight
ham,How much did ur hdd casing cost.
spam,"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call"
ham,Wherre's my boytoy ? :-(
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
ham,Ok then i will come to ur home after half an hour
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,Where u been hiding stranger?
ham,O ic lol. Should play 9 doors sometime yo
ham,"Alright omw, gotta change my order to a half8th"
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham,Ok i shall talk to him
ham,Ok
ham,Wake me up at  &lt;#&gt;  am morning:)
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim å£5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,Great to hear you are settling well. So what's happenin wit ola?
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,Its ok..come to my home it vl nice to meet and v can chat..
ham,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
ham,LOL what happens in Vegas stays in vegas
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,Sorry * was at the grocers.
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
ham,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... 
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
ham,Ya very nice. . .be ready on thursday
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,Ok lor...
ham,Haha i think i did too
ham,As in different styles?
ham,Dear :-/ why you mood off. I cant drive so i brother to drive
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
ham,Ok. Very good. Its all about making that money.
ham,No. Yes please. Been swimming?
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
ham,ÌÏ ready then call me...
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
ham,I'm already back home so no probably not
ham,Holy living christ what is taking you so long
ham,Where do you need to go to get it?
ham,No did you check? I got his detailed message now
ham,"Yeah, where's your class at?"
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...
ham,Another month. I need chocolate weed and alcohol.
ham,At home by the way
ham,Your daily text from me ÛÒ a favour this time
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,Ok i am on the way to home hi hi
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
ham,Not to worry. I'm sure you'll get it.
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,Goin to workout lor... Muz lose e fats... 
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
ham,I think chennai well settled?
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
ham,"Sorry, I'll call later"
spam,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,"Sir, Waiting for your mail."
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
ham,My friends use to call the same.
ham,What * u wearing?
ham,Here got lots of hair dresser fr china.
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,Yes:)sura in sun tv.:)lol.
ham,Ugh hopefully the asus ppl dont randomly do a reformat.
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck"
ham,"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that."
ham,From tomorrow onwards eve 6 to 3 work.
ham,Chk in ur belovd ms dict
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
ham,Gudnite....tc...practice going on
ham,Shall call now dear having food
spam,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX"
ham,I have no idea where you are
ham,"Oh yes, why is it like torture watching england?"
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,Ok pa. Nothing problem:-)
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
ham,I had askd u a question some hours before. Its answer
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,S:)8 min to go for lunch:)
ham,I have to take exam with in march 3
ham,Already am squatting is the new way of walking
ham,will you like to be spoiled? :)
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
ham,K...k...yesterday i was in cbe .
ham,Aaooooright are you at work?
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
ham,Ok lor... But buy wat?
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
spam,You have 1 new voicemail. Please call 08719181513.
ham,In which place do you want da.
ham,Lol! Oops sorry! Have fun. 
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,make that 3! 4 fucks sake?! x
ham,Hey so whats the plan this sat? 
ham,Ok i also wan 2 watch e 9 pm show...
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?
ham,"Nope. Since ayo travelled, he has forgotten his guy"
ham,Was the actual exam harder than NBME
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,R we going with the  &lt;#&gt;  bus?
ham,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off"
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,Senthil group company Apnt 5pm.
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
ham,", how's things? Just a quick question."
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,So i could kiss and feel you next to me...
ham,"Omw back to tampa from west palm, you hear what happened?"
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,"Thanks, I'll keep that in mind"
ham,Reckon need to be in town by eightish to walk from * carpark.
ham,There is no sense in my foot and penis.
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921"
ham,"Excellent, I'll see what riley's plans are"
ham,Ard 530 lor. I ok then message Ì_ lor.
ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""""
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,Wat's my dear doing? Sleeping ah?
ham,Ard 6 like dat lor.
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Callså£1/minmoremobsEMSPOBox45PO139WA
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
ham,Why you Dint come with us.
ham,Short But Cute: \Be a good person
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*"
ham,Hey i've booked the pilates and yoga lesson already... Haha
ham,Hi! This is Roger from CL. How are you?
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,I asked you to call him now ok
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Sorry i'm not free...
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...
ham,She went to attend another two rounds today..but still did't reach home..
spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
ham,The evo. I just had to download flash. Jealous?
ham,Did u receive my msg?
ham,K... Must book a not huh? so going for yoga basic on sunday?
ham,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,Ok i go change also...
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
ham,I am going to sleep. I am tired of travel.
ham,Still work going on:)it is very small house.
ham,Reverse is cheating. That is not mathematics.
ham,";-( oh well, c u later"
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,Was playng 9 doors game and gt racing on phone lol
ham,No i am not having not any movies in my laptop
ham,Its not that time of the month nor mid of the time?
ham,I have many dependents
ham,Ok i msg u b4 i leave my house.
ham,Finish liao... U?
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,Wat would u like 4 ur birthday?
ham,ITS A LAPTOP TAKE IT WITH YOU.
ham,You still at the game?
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,Wat time r Ì_ going to xin's hostel?
ham,Dad says hurry the hell up
ham,Lol ok. I'll snatch her purse too.
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
ham,Even i cant close my eyes you are in me our vava playing umma :-D
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
ham,You should change your fb to jaykwon thuglyfe falconerf
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!"
ham,"Just sent again. Do you scream and moan in bed, princess?"
ham,Hey i've booked the 2 lessons on sun liao...
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,That's significant but dont worry.
ham,Jason says it's cool if we pick some up from his place in like an hour
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,Msg me when rajini comes.
ham,I know she called me
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
ham,"I just got home babe, are you still awake ?"
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
ham,Dont put your phone on silent mode ok
ham,No dear i do have free messages without any recharge. Hi hi hi
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
ham,"Text me when you get off, don't call, my phones having problems"
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
ham,DO NOT B LATE LOVE MUM
ham,You do got a shitload of diamonds though
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
ham,Lmao but its so fun...
ham,Am slow in using biola's fne
ham,"Haha, that was the first person I was gonna ask"
ham,Dude we should go sup again
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
